cep,lat,lon,uf,distancia_km
Sub-bloco 402,-23.48308313243243,-46.682520275636946,SP,9.03
Sub-bloco 403,-23.48308313243243,-46.67433062969746,SP,8.6
Sub-bloco 404,-23.48308313243243,-46.66614098375797,SP,8.22
Sub-bloco 405,-23.48308313243243,-46.657951337818474,SP,7.92
Sub-bloco 406,-23.48308313243243,-46.649761691878986,SP,7.7
Sub-bloco 407,-23.48308313243243,-46.64157204593949,SP,7.56
Sub-bloco 408,-23.48308313243243,-46.6333824,SP,7.51
Sub-bloco 409,-23.48308313243243,-46.625192754060514,SP,7.56
Sub-bloco 410,-23.48308313243243,-46.61700310812102,SP,7.7
Sub-bloco 411,-23.48308313243243,-46.60881346218153,SP,7.92
Sub-bloco 412,-23.48308313243243,-46.600623816242035,SP,8.22
Sub-bloco 413,-23.48308313243243,-46.592434170302546,SP,8.6
Sub-bloco 414,-23.48308313243243,-46.58424452436306,SP,9.03
Sub-bloco 415,-23.48308313243243,-46.57605487842356,SP,9.52
Sub-bloco 416,-23.47557562492492,-46.682520275636946,SP,9.74
Sub-bloco 417,-23.47557562492492,-46.67433062969746,SP,9.33
Sub-bloco 418,-23.47557562492492,-46.66614098375797,SP,8.99
Sub-bloco 419,-23.47557562492492,-46.657951337818474,SP,8.72
Sub-bloco 420,-23.47557562492492,-46.649761691878986,SP,8.51
Sub-bloco 421,-23.47557562492492,-46.64157204593949,SP,8.39
Sub-bloco 422,-23.47557562492492,-46.6333824,SP,8.35
Sub-bloco 423,-23.47557562492492,-46.625192754060514,SP,8.39
Sub-bloco 424,-23.47557562492492,-46.61700310812102,SP,8.51
Sub-bloco 425,-23.47557562492492,-46.60881346218153,SP,8.72
Sub-bloco 426,-23.47557562492492,-46.600623816242035,SP,8.99
Sub-bloco 427,-23.47557562492492,-46.592434170302546,SP,9.33
Sub-bloco 428,-23.47557562492492,-46.58424452436306,SP,9.74
Sub-bloco 429,-23.468068117417417,-46.66614098375797,SP,9.77
Sub-bloco 430,-23.468068117417417,-46.657951337818474,SP,9.52
Sub-bloco 431,-23.468068117417417,-46.649761691878986,SP,9.33
Sub-bloco 432,-23.468068117417417,-46.64157204593949,SP,9.22
Sub-bloco 433,-23.468068117417417,-46.6333824,SP,9.18
Sub-bloco 434,-23.468068117417417,-46.625192754060514,SP,9.22
Sub-bloco 435,-23.468068117417417,-46.61700310812102,SP,9.33
Sub-bloco 436,-23.468068117417417,-46.60881346218153,SP,9.52
Sub-bloco 437,-23.468068117417417,-46.600623816242035,SP,9.77
