cep,lat,lon,uf,distancia_km
Sub-bloco 042,-23.61071076006006,-46.66614098375797,SP,7.47
Sub-bloco 043,-23.61071076006006,-46.657951337818474,SP,7.13
Sub-bloco 044,-23.61071076006006,-46.649761691878986,SP,6.88
Sub-bloco 045,-23.61071076006006,-46.64157204593949,SP,6.73
Sub-bloco 046,-23.61071076006006,-46.6333824,SP,6.68
Sub-bloco 047,-23.61071076006006,-46.625192754060514,SP,6.73
Sub-bloco 048,-23.61071076006006,-46.61700310812102,SP,6.88
Sub-bloco 049,-23.61071076006006,-46.60881346218153,SP,7.13
Sub-bloco 050,-23.61071076006006,-46.600623816242035,SP,7.47
Sub-bloco 051,-23.61071076006006,-46.592434170302546,SP,7.87
Sub-bloco 052,-23.61071076006006,-46.58424452436306,SP,8.35
Sub-bloco 053,-23.61071076006006,-46.57605487842356,SP,8.87
Sub-bloco 054,-23.61071076006006,-46.567865232484074,SP,9.44
Sub-bloco 055,-23.60320325255255,-46.707089213455426,SP,9.52
Sub-bloco 056,-23.60320325255255,-46.69889956751593,SP,8.87
Sub-bloco 057,-23.60320325255255,-46.69070992157644,SP,8.26
Sub-bloco 058,-23.60320325255255,-46.682520275636946,SP,7.7
Sub-bloco 059,-23.60320325255255,-46.67433062969746,SP,7.18
Sub-bloco 060,-23.60320325255255,-46.66614098375797,SP,6.73
Sub-bloco 061,-23.60320325255255,-46.657951337818474,SP,6.36
Sub-bloco 062,-23.60320325255255,-46.649761691878986,SP,6.08
Sub-bloco 063,-23.60320325255255,-46.64157204593949,SP,5.9
Sub-bloco 064,-23.60320325255255,-46.6333824,SP,5.84
Sub-bloco 065,-23.60320325255255,-46.625192754060514,SP,5.9
Sub-bloco 066,-23.60320325255255,-46.61700310812102,SP,6.08
Sub-bloco 067,-23.60320325255255,-46.60881346218153,SP,6.36
Sub-bloco 068,-23.60320325255255,-46.600623816242035,SP,6.73
Sub-bloco 069,-23.60320325255255,-46.592434170302546,SP,7.18
Sub-bloco 070,-23.60320325255255,-46.58424452436306,SP,7.7
Sub-bloco 071,-23.60320325255255,-46.57605487842356,SP,8.26
Sub-bloco 072,-23.60320325255255,-46.567865232484074,SP,8.87
Sub-bloco 073,-23.60320325255255,-46.55967558654458,SP,9.52
Sub-bloco 074,-23.59569574504504,-46.715278859394914,SP,9.73
Sub-bloco 075,-23.59569574504504,-46.707089213455426,SP,9.03
Sub-bloco 076,-23.59569574504504,-46.69889956751593,SP,8.35
Sub-bloco 077,-23.59569574504504,-46.69070992157644,SP,7.7
Sub-bloco 078,-23.59569574504504,-46.682520275636946,SP,7.08
Sub-bloco 079,-23.59569574504504,-46.67433062969746,SP,6.52
Sub-bloco 080,-23.59569574504504,-46.66614098375797,SP,6.02
Sub-bloco 081,-23.59569574504504,-46.657951337818474,SP,5.6
Sub-bloco 082,-23.59569574504504,-46.649761691878986,SP,5.28
Sub-bloco 083,-23.59569574504504,-46.64157204593949,SP,5.08
Sub-bloco 084,-23.59569574504504,-46.6333824,SP,5.01
Sub-bloco 085,-23.59569574504504,-46.625192754060514,SP,5.08
Sub-bloco 086,-23.59569574504504,-46.61700310812102,SP,5.28
Sub-bloco 087,-23.59569574504504,-46.60881346218153,SP,5.6
Sub-bloco 088,-23.59569574504504,-46.600623816242035,SP,6.02
Sub-bloco 089,-23.59569574504504,-46.592434170302546,SP,6.52
Sub-bloco 090,-23.59569574504504,-46.58424452436306,SP,7.08
Sub-bloco 091,-23.59569574504504,-46.57605487842356,SP,7.7
Sub-bloco 092,-23.59569574504504,-46.567865232484074,SP,8.35
Sub-bloco 093,-23.59569574504504,-46.55967558654458,SP,9.03
Sub-bloco 094,-23.59569574504504,-46.55148594060509,SP,9.73
Sub-bloco 095,-23.588188237537537,-46.715278859394914,SP,9.33
Sub-bloco 096,-23.588188237537537,-46.707089213455426,SP,8.59
Sub-bloco 097,-23.588188237537537,-46.69889956751593,SP,7.87
Sub-bloco 098,-23.588188237537537,-46.69070992157644,SP,7.18
Sub-bloco 099,-23.588188237537537,-46.682520275636946,SP,6.52
Sub-bloco 100,-23.588188237537537,-46.67433062969746,SP,5.9
Sub-bloco 101,-23.588188237537537,-46.66614098375797,SP,5.35
Sub-bloco 102,-23.588188237537537,-46.657951337818474,SP,4.87
Sub-bloco 103,-23.588188237537537,-46.649761691878986,SP,4.5
Sub-bloco 104,-23.588188237537537,-46.64157204593949,SP,4.26
Sub-bloco 105,-23.588188237537537,-46.6333824,SP,4.17
Sub-bloco 106,-23.588188237537537,-46.625192754060514,SP,4.26
Sub-bloco 107,-23.588188237537537,-46.61700310812102,SP,4.5
Sub-bloco 108,-23.588188237537537,-46.60881346218153,SP,4.87
Sub-bloco 109,-23.588188237537537,-46.600623816242035,SP,5.35
Sub-bloco 110,-23.588188237537537,-46.592434170302546,SP,5.9
Sub-bloco 111,-23.588188237537537,-46.58424452436306,SP,6.52
Sub-bloco 112,-23.588188237537537,-46.57605487842356,SP,7.18
Sub-bloco 113,-23.588188237537537,-46.567865232484074,SP,7.87
Sub-bloco 114,-23.588188237537537,-46.55967558654458,SP,8.59
Sub-bloco 115,-23.588188237537537,-46.55148594060509,SP,9.33
Sub-bloco 116,-23.58068073003003,-46.72346850533441,SP,9.77
Sub-bloco 117,-23.58068073003003,-46.715278859394914,SP,8.99
Sub-bloco 118,-23.58068073003003,-46.707089213455426,SP,8.22
Sub-bloco 119,-23.58068073003003,-46.69889956751593,SP,7.47
Sub-bloco 120,-23.58068073003003,-46.69070992157644,SP,6.73
Sub-bloco 121,-23.58068073003003,-46.682520275636946,SP,6.02
Sub-bloco 122,-23.58068073003003,-46.67433062969746,SP,5.34
Sub-bloco 123,-23.58068073003003,-46.66614098375797,SP,4.72
Sub-bloco 124,-23.58068073003003,-46.657951337818474,SP,4.17
Sub-bloco 125,-23.58068073003003,-46.649761691878986,SP,3.73
Sub-bloco 126,-23.58068073003003,-46.64157204593949,SP,3.44
Sub-bloco 127,-23.58068073003003,-46.6333824,SP,3.34
Sub-bloco 128,-23.58068073003003,-46.625192754060514,SP,3.44
Sub-bloco 129,-23.58068073003003,-46.61700310812102,SP,3.73
Sub-bloco 130,-23.58068073003003,-46.60881346218153,SP,4.17
Sub-bloco 131,-23.58068073003003,-46.600623816242035,SP,4.72
Sub-bloco 132,-23.58068073003003,-46.592434170302546,SP,5.34
Sub-bloco 133,-23.58068073003003,-46.58424452436306,SP,6.02
Sub-bloco 134,-23.58068073003003,-46.57605487842356,SP,6.73
Sub-bloco 135,-23.58068073003003,-46.567865232484074,SP,7.47
Sub-bloco 136,-23.58068073003003,-46.55967558654458,SP,8.22
Sub-bloco 137,-23.58068073003003,-46.55148594060509,SP,8.99
Sub-bloco 138,-23.58068073003003,-46.543296294665595,SP,9.77
Sub-bloco 139,-23.57317322252252,-46.72346850533441,SP,9.52
Sub-bloco 140,-23.57317322252252,-46.715278859394914,SP,8.71
Sub-bloco 141,-23.57317322252252,-46.707089213455426,SP,7.92
Sub-bloco 142,-23.57317322252252,-46.69889956751593,SP,7.13
Sub-bloco 143,-23.57317322252252,-46.69070992157644,SP,6.36
Sub-bloco 144,-23.57317322252252,-46.682520275636946,SP,5.6
Sub-bloco 145,-23.57317322252252,-46.67433062969746,SP,4.87
Sub-bloco 146,-23.57317322252252,-46.66614098375797,SP,4.17
Sub-bloco 147,-23.57317322252252,-46.657951337818474,SP,3.54
Sub-bloco 148,-23.57317322252252,-46.649761691878986,SP,3.01
Sub-bloco 149,-23.57317322252252,-46.64157204593949,SP,2.64
Sub-bloco 150,-23.57317322252252,-46.6333824,SP,2.5
Sub-bloco 151,-23.57317322252252,-46.625192754060514,SP,2.64
Sub-bloco 152,-23.57317322252252,-46.61700310812102,SP,3.01
Sub-bloco 153,-23.57317322252252,-46.60881346218153,SP,3.54
Sub-bloco 154,-23.57317322252252,-46.600623816242035,SP,4.17
Sub-bloco 155,-23.57317322252252,-46.592434170302546,SP,4.87
Sub-bloco 156,-23.57317322252252,-46.58424452436306,SP,5.6
Sub-bloco 157,-23.57317322252252,-46.57605487842356,SP,6.36
Sub-bloco 158,-23.57317322252252,-46.567865232484074,SP,7.13
Sub-bloco 159,-23.57317322252252,-46.55967558654458,SP,7.92
Sub-bloco 160,-23.57317322252252,-46.55148594060509,SP,8.71
Sub-bloco 161,-23.57317322252252,-46.543296294665595,SP,9.52
Sub-bloco 162,-23.565665715015015,-46.72346850533441,SP,9.33
Sub-bloco 163,-23.565665715015015,-46.715278859394914,SP,8.51
Sub-bloco 164,-23.565665715015015,-46.707089213455426,SP,7.7
Sub-bloco 165,-23.565665715015015,-46.69889956751593,SP,6.88
Sub-bloco 166,-23.565665715015015,-46.69070992157644,SP,6.08
Sub-bloco 167,-23.565665715015015,-46.682520275636946,SP,5.28
Sub-bloco 168,-23.565665715015015,-46.67433062969746,SP,4.5
Sub-bloco 169,-23.565665715015015,-46.66614098375797,SP,3.73
Sub-bloco 170,-23.565665715015015,-46.657951337818474,SP,3.01
Sub-bloco 171,-23.565665715015015,-46.649761691878986,SP,2.36
Sub-bloco 172,-23.565665715015015,-46.64157204593949,SP,1.87
Sub-bloco 173,-23.565665715015015,-46.6333824,SP,1.67
Sub-bloco 174,-23.565665715015015,-46.625192754060514,SP,1.87
Sub-bloco 175,-23.565665715015015,-46.61700310812102,SP,2.36
Sub-bloco 176,-23.565665715015015,-46.60881346218153,SP,3.01
Sub-bloco 177,-23.565665715015015,-46.600623816242035,SP,3.73
Sub-bloco 178,-23.565665715015015,-46.592434170302546,SP,4.5
Sub-bloco 179,-23.565665715015015,-46.58424452436306,SP,5.28
Sub-bloco 180,-23.565665715015015,-46.57605487842356,SP,6.08
Sub-bloco 181,-23.565665715015015,-46.567865232484074,SP,6.88
Sub-bloco 182,-23.565665715015015,-46.55967558654458,SP,7.7
Sub-bloco 183,-23.565665715015015,-46.55148594060509,SP,8.51
Sub-bloco 184,-23.565665715015015,-46.543296294665595,SP,9.33
Sub-bloco 185,-23.558158207507507,-46.72346850533441,SP,9.22
Sub-bloco 186,-23.558158207507507,-46.715278859394914,SP,8.39
Sub-bloco 187,-23.558158207507507,-46.707089213455426,SP,7.56
Sub-bloco 188,-23.558158207507507,-46.69889956751593,SP,6.73
Sub-bloco 189,-23.558158207507507,-46.69070992157644,SP,5.9
Sub-bloco 190,-23.558158207507507,-46.682520275636946,SP,5.08
Sub-bloco 191,-23.558158207507507,-46.67433062969746,SP,4.26
Sub-bloco 192,-23.558158207507507,-46.66614098375797,SP,3.44
Sub-bloco 193,-23.558158207507507,-46.657951337818474,SP,2.64
Sub-bloco 194,-23.558158207507507,-46.649761691878986,SP,1.87
Sub-bloco 195,-23.558158207507507,-46.64157204593949,SP,1.18
Sub-bloco 196,-23.558158207507507,-46.6333824,SP,0.83
Sub-bloco 197,-23.558158207507507,-46.625192754060514,SP,1.18
Sub-bloco 198,-23.558158207507507,-46.61700310812102,SP,1.87
Sub-bloco 199,-23.558158207507507,-46.60881346218153,SP,2.64
Sub-bloco 200,-23.558158207507507,-46.600623816242035,SP,3.44
Sub-bloco 201,-23.558158207507507,-46.592434170302546,SP,4.26
Sub-bloco 202,-23.558158207507507,-46.58424452436306,SP,5.08
Sub-bloco 203,-23.558158207507507,-46.57605487842356,SP,5.9
Sub-bloco 204,-23.558158207507507,-46.567865232484074,SP,6.73
Sub-bloco 205,-23.558158207507507,-46.55967558654458,SP,7.56
Sub-bloco 206,-23.558158207507507,-46.55148594060509,SP,8.39
Sub-bloco 207,-23.558158207507507,-46.543296294665595,SP,9.22
Sub-bloco 208,-23.5506507,-46.72346850533441,SP,9.18
Sub-bloco 209,-23.5506507,-46.715278859394914,SP,8.35
Sub-bloco 210,-23.5506507,-46.707089213455426,SP,7.51
Sub-bloco 211,-23.5506507,-46.69889956751593,SP,6.68
Sub-bloco 212,-23.5506507,-46.69070992157644,SP,5.84
Sub-bloco 213,-23.5506507,-46.682520275636946,SP,5.01
Sub-bloco 214,-23.5506507,-46.67433062969746,SP,4.17
Sub-bloco 215,-23.5506507,-46.66614098375797,SP,3.34
Sub-bloco 216,-23.5506507,-46.657951337818474,SP,2.5
Sub-bloco 217,-23.5506507,-46.649761691878986,SP,1.67
Sub-bloco 218,-23.5506507,-46.64157204593949,SP,0.83
Sub-bloco 219,-23.5506507,-46.6333824,SP,0.0
Sub-bloco 220,-23.5506507,-46.625192754060514,SP,0.83
Sub-bloco 221,-23.5506507,-46.61700310812102,SP,1.67
Sub-bloco 222,-23.5506507,-46.60881346218153,SP,2.5
Sub-bloco 223,-23.5506507,-46.600623816242035,SP,3.34
Sub-bloco 224,-23.5506507,-46.592434170302546,SP,4.17
Sub-bloco 225,-23.5506507,-46.58424452436306,SP,5.01
Sub-bloco 226,-23.5506507,-46.57605487842356,SP,5.84
Sub-bloco 227,-23.5506507,-46.567865232484074,SP,6.68
Sub-bloco 228,-23.5506507,-46.55967558654458,SP,7.51
Sub-bloco 229,-23.5506507,-46.55148594060509,SP,8.35
Sub-bloco 230,-23.5506507,-46.543296294665595,SP,9.18
Sub-bloco 231,-23.54314319249249,-46.72346850533441,SP,9.22
Sub-bloco 232,-23.54314319249249,-46.715278859394914,SP,8.39
Sub-bloco 233,-23.54314319249249,-46.707089213455426,SP,7.56
Sub-bloco 234,-23.54314319249249,-46.69889956751593,SP,6.73
Sub-bloco 235,-23.54314319249249,-46.69070992157644,SP,5.9
Sub-bloco 236,-23.54314319249249,-46.682520275636946,SP,5.08
Sub-bloco 237,-23.54314319249249,-46.67433062969746,SP,4.26
Sub-bloco 238,-23.54314319249249,-46.66614098375797,SP,3.44
Sub-bloco 239,-23.54314319249249,-46.657951337818474,SP,2.64
Sub-bloco 240,-23.54314319249249,-46.649761691878986,SP,1.87
Sub-bloco 241,-23.54314319249249,-46.64157204593949,SP,1.18
Sub-bloco 242,-23.54314319249249,-46.6333824,SP,0.83
Sub-bloco 243,-23.54314319249249,-46.625192754060514,SP,1.18
Sub-bloco 244,-23.54314319249249,-46.61700310812102,SP,1.87
Sub-bloco 245,-23.54314319249249,-46.60881346218153,SP,2.64
Sub-bloco 246,-23.54314319249249,-46.600623816242035,SP,3.44
Sub-bloco 247,-23.54314319249249,-46.592434170302546,SP,4.26
Sub-bloco 248,-23.54314319249249,-46.58424452436306,SP,5.08
Sub-bloco 249,-23.54314319249249,-46.57605487842356,SP,5.9
Sub-bloco 250,-23.54314319249249,-46.567865232484074,SP,6.73
Sub-bloco 251,-23.54314319249249,-46.55967558654458,SP,7.56
Sub-bloco 252,-23.54314319249249,-46.55148594060509,SP,8.39
Sub-bloco 253,-23.54314319249249,-46.543296294665595,SP,9.22
Sub-bloco 254,-23.53563568498498,-46.72346850533441,SP,9.33
Sub-bloco 255,-23.53563568498498,-46.715278859394914,SP,8.51
Sub-bloco 256,-23.53563568498498,-46.707089213455426,SP,7.7
Sub-bloco 257,-23.53563568498498,-46.69889956751593,SP,6.88
Sub-bloco 258,-23.53563568498498,-46.69070992157644,SP,6.08
Sub-bloco 259,-23.53563568498498,-46.682520275636946,SP,5.28
Sub-bloco 260,-23.53563568498498,-46.67433062969746,SP,4.5
Sub-bloco 261,-23.53563568498498,-46.66614098375797,SP,3.73
Sub-bloco 262,-23.53563568498498,-46.657951337818474,SP,3.01
Sub-bloco 263,-23.53563568498498,-46.649761691878986,SP,2.36
Sub-bloco 264,-23.53563568498498,-46.64157204593949,SP,1.87
Sub-bloco 265,-23.53563568498498,-46.6333824,SP,1.67
Sub-bloco 266,-23.53563568498498,-46.625192754060514,SP,1.87
Sub-bloco 267,-23.53563568498498,-46.61700310812102,SP,2.36
Sub-bloco 268,-23.53563568498498,-46.60881346218153,SP,3.01
Sub-bloco 269,-23.53563568498498,-46.600623816242035,SP,3.73
Sub-bloco 270,-23.53563568498498,-46.592434170302546,SP,4.5
Sub-bloco 271,-23.53563568498498,-46.58424452436306,SP,5.28
Sub-bloco 272,-23.53563568498498,-46.57605487842356,SP,6.08
Sub-bloco 273,-23.53563568498498,-46.567865232484074,SP,6.88
Sub-bloco 274,-23.53563568498498,-46.55967558654458,SP,7.7
Sub-bloco 275,-23.53563568498498,-46.55148594060509,SP,8.51
Sub-bloco 276,-23.53563568498498,-46.543296294665595,SP,9.33
Sub-bloco 277,-23.528128177477477,-46.72346850533441,SP,9.52
Sub-bloco 278,-23.528128177477477,-46.715278859394914,SP,8.72
Sub-bloco 279,-23.528128177477477,-46.707089213455426,SP,7.92
Sub-bloco 280,-23.528128177477477,-46.69889956751593,SP,7.13
Sub-bloco 281,-23.528128177477477,-46.69070992157644,SP,6.36
Sub-bloco 282,-23.528128177477477,-46.682520275636946,SP,5.6
Sub-bloco 283,-23.528128177477477,-46.67433062969746,SP,4.87
Sub-bloco 284,-23.528128177477477,-46.66614098375797,SP,4.17
Sub-bloco 285,-23.528128177477477,-46.657951337818474,SP,3.54
Sub-bloco 286,-23.528128177477477,-46.649761691878986,SP,3.01
Sub-bloco 287,-23.528128177477477,-46.64157204593949,SP,2.64
Sub-bloco 288,-23.528128177477477,-46.6333824,SP,2.5
Sub-bloco 289,-23.528128177477477,-46.625192754060514,SP,2.64
Sub-bloco 290,-23.528128177477477,-46.61700310812102,SP,3.01
Sub-bloco 291,-23.528128177477477,-46.60881346218153,SP,3.54
Sub-bloco 292,-23.528128177477477,-46.600623816242035,SP,4.17
Sub-bloco 293,-23.528128177477477,-46.592434170302546,SP,4.87
Sub-bloco 294,-23.528128177477477,-46.58424452436306,SP,5.6
Sub-bloco 295,-23.528128177477477,-46.57605487842356,SP,6.36
Sub-bloco 296,-23.528128177477477,-46.567865232484074,SP,7.13
Sub-bloco 297,-23.528128177477477,-46.55967558654458,SP,7.92
Sub-bloco 298,-23.528128177477477,-46.55148594060509,SP,8.72
Sub-bloco 299,-23.528128177477477,-46.543296294665595,SP,9.52
Sub-bloco 300,-23.52062066996997,-46.72346850533441,SP,9.77
Sub-bloco 301,-23.52062066996997,-46.715278859394914,SP,8.99
Sub-bloco 302,-23.52062066996997,-46.707089213455426,SP,8.22
Sub-bloco 303,-23.52062066996997,-46.69889956751593,SP,7.47
Sub-bloco 304,-23.52062066996997,-46.69070992157644,SP,6.73
Sub-bloco 305,-23.52062066996997,-46.682520275636946,SP,6.02
Sub-bloco 306,-23.52062066996997,-46.67433062969746,SP,5.35
Sub-bloco 307,-23.52062066996997,-46.66614098375797,SP,4.72
Sub-bloco 308,-23.52062066996997,-46.657951337818474,SP,4.17
Sub-bloco 309,-23.52062066996997,-46.649761691878986,SP,3.73
Sub-bloco 310,-23.52062066996997,-46.64157204593949,SP,3.44
Sub-bloco 311,-23.52062066996997,-46.6333824,SP,3.34
Sub-bloco 312,-23.52062066996997,-46.625192754060514,SP,3.44
Sub-bloco 313,-23.52062066996997,-46.61700310812102,SP,3.73
Sub-bloco 314,-23.52062066996997,-46.60881346218153,SP,4.17
Sub-bloco 315,-23.52062066996997,-46.600623816242035,SP,4.72
Sub-bloco 316,-23.52062066996997,-46.592434170302546,SP,5.35
Sub-bloco 317,-23.52062066996997,-46.58424452436306,SP,6.02
Sub-bloco 318,-23.52062066996997,-46.57605487842356,SP,6.73
Sub-bloco 319,-23.52062066996997,-46.567865232484074,SP,7.47
Sub-bloco 320,-23.52062066996997,-46.55967558654458,SP,8.22
Sub-bloco 321,-23.52062066996997,-46.55148594060509,SP,8.99
Sub-bloco 322,-23.52062066996997,-46.543296294665595,SP,9.77
Sub-bloco 323,-23.51311316246246,-46.715278859394914,SP,9.33
Sub-bloco 324,-23.51311316246246,-46.707089213455426,SP,8.6
Sub-bloco 325,-23.51311316246246,-46.69889956751593,SP,7.88
Sub-bloco 326,-23.51311316246246,-46.69070992157644,SP,7.18
Sub-bloco 327,-23.51311316246246,-46.682520275636946,SP,6.52
Sub-bloco 328,-23.51311316246246,-46.67433062969746,SP,5.9
Sub-bloco 329,-23.51311316246246,-46.66614098375797,SP,5.35
Sub-bloco 330,-23.51311316246246,-46.657951337818474,SP,4.87
Sub-bloco 331,-23.51311316246246,-46.649761691878986,SP,4.5
Sub-bloco 332,-23.51311316246246,-46.64157204593949,SP,4.26
Sub-bloco 333,-23.51311316246246,-46.6333824,SP,4.17
Sub-bloco 334,-23.51311316246246,-46.625192754060514,SP,4.26
Sub-bloco 335,-23.51311316246246,-46.61700310812102,SP,4.5
Sub-bloco 336,-23.51311316246246,-46.60881346218153,SP,4.87
Sub-bloco 337,-23.51311316246246,-46.600623816242035,SP,5.35
Sub-bloco 338,-23.51311316246246,-46.592434170302546,SP,5.9
Sub-bloco 339,-23.51311316246246,-46.58424452436306,SP,6.52
Sub-bloco 340,-23.51311316246246,-46.57605487842356,SP,7.18
Sub-bloco 341,-23.51311316246246,-46.567865232484074,SP,7.88
Sub-bloco 342,-23.51311316246246,-46.55967558654458,SP,8.6
Sub-bloco 343,-23.51311316246246,-46.55148594060509,SP,9.33
Sub-bloco 344,-23.505605654954955,-46.715278859394914,SP,9.74
Sub-bloco 345,-23.505605654954955,-46.707089213455426,SP,9.03
Sub-bloco 346,-23.505605654954955,-46.69889956751593,SP,8.35
Sub-bloco 347,-23.505605654954955,-46.69070992157644,SP,7.7
Sub-bloco 348,-23.505605654954955,-46.682520275636946,SP,7.08
Sub-bloco 349,-23.505605654954955,-46.67433062969746,SP,6.52
Sub-bloco 350,-23.505605654954955,-46.66614098375797,SP,6.02
Sub-bloco 351,-23.505605654954955,-46.657951337818474,SP,5.6
Sub-bloco 352,-23.505605654954955,-46.649761691878986,SP,5.28
Sub-bloco 353,-23.505605654954955,-46.64157204593949,SP,5.08
Sub-bloco 354,-23.505605654954955,-46.6333824,SP,5.01
Sub-bloco 355,-23.505605654954955,-46.625192754060514,SP,5.08
Sub-bloco 356,-23.505605654954955,-46.61700310812102,SP,5.28
Sub-bloco 357,-23.505605654954955,-46.60881346218153,SP,5.6
Sub-bloco 358,-23.505605654954955,-46.600623816242035,SP,6.02
Sub-bloco 359,-23.505605654954955,-46.592434170302546,SP,6.52
Sub-bloco 360,-23.505605654954955,-46.58424452436306,SP,7.08
Sub-bloco 361,-23.505605654954955,-46.57605487842356,SP,7.7
Sub-bloco 362,-23.505605654954955,-46.567865232484074,SP,8.35
Sub-bloco 363,-23.505605654954955,-46.55967558654458,SP,9.03
Sub-bloco 364,-23.505605654954955,-46.55148594060509,SP,9.74
Sub-bloco 365,-23.498098147447447,-46.707089213455426,SP,9.52
Sub-bloco 366,-23.498098147447447,-46.69889956751593,SP,8.88
Sub-bloco 367,-23.498098147447447,-46.69070992157644,SP,8.26
Sub-bloco 368,-23.498098147447447,-46.682520275636946,SP,7.7
Sub-bloco 369,-23.498098147447447,-46.67433062969746,SP,7.18
Sub-bloco 370,-23.498098147447447,-46.66614098375797,SP,6.73
Sub-bloco 371,-23.498098147447447,-46.657951337818474,SP,6.36
Sub-bloco 372,-23.498098147447447,-46.649761691878986,SP,6.08
Sub-bloco 373,-23.498098147447447,-46.64157204593949,SP,5.9
Sub-bloco 374,-23.498098147447447,-46.6333824,SP,5.84
Sub-bloco 375,-23.498098147447447,-46.625192754060514,SP,5.9
Sub-bloco 376,-23.498098147447447,-46.61700310812102,SP,6.08
Sub-bloco 377,-23.498098147447447,-46.60881346218153,SP,6.36
Sub-bloco 378,-23.498098147447447,-46.600623816242035,SP,6.73
Sub-bloco 379,-23.498098147447447,-46.592434170302546,SP,7.18
Sub-bloco 380,-23.498098147447447,-46.58424452436306,SP,7.7
Sub-bloco 381,-23.498098147447447,-46.57605487842356,SP,8.26
Sub-bloco 382,-23.498098147447447,-46.567865232484074,SP,8.88
Sub-bloco 383,-23.498098147447447,-46.55967558654458,SP,9.52
Sub-bloco 384,-23.49059063993994,-46.69889956751593,SP,9.45
Sub-bloco 385,-23.49059063993994,-46.69070992157644,SP,8.87
Sub-bloco 386,-23.49059063993994,-46.682520275636946,SP,8.35
Sub-bloco 387,-23.49059063993994,-46.67433062969746,SP,7.88
Sub-bloco 388,-23.49059063993994,-46.66614098375797,SP,7.47
Sub-bloco 389,-23.49059063993994,-46.657951337818474,SP,7.13
Sub-bloco 390,-23.49059063993994,-46.649761691878986,SP,6.88
Sub-bloco 391,-23.49059063993994,-46.64157204593949,SP,6.73
Sub-bloco 392,-23.49059063993994,-46.6333824,SP,6.68
Sub-bloco 393,-23.49059063993994,-46.625192754060514,SP,6.73
Sub-bloco 394,-23.49059063993994,-46.61700310812102,SP,6.88
Sub-bloco 395,-23.49059063993994,-46.60881346218153,SP,7.13
Sub-bloco 396,-23.49059063993994,-46.600623816242035,SP,7.47
Sub-bloco 397,-23.49059063993994,-46.592434170302546,SP,7.88
Sub-bloco 398,-23.49059063993994,-46.58424452436306,SP,8.35
Sub-bloco 399,-23.49059063993994,-46.57605487842356,SP,8.87
Sub-bloco 400,-23.49059063993994,-46.567865232484074,SP,9.45
Sub-bloco 401,-23.48308313243243,-46.69070992157644,SP,9.52
