cep,lat,lon,uf,distancia_km
Sub-bloco 053,-23.47615033003003,-46.507364366597926,SP,4.44
Sub-bloco 054,-23.47615033003003,-46.50327279039763,SP,4.72
Sub-bloco 055,-23.472396576276278,-46.572829585802666,SP,4.76
Sub-bloco 056,-23.472396576276278,-46.56873800960237,SP,4.44
Sub-bloco 057,-23.472396576276278,-46.564646433402075,SP,4.13
Sub-bloco 058,-23.472396576276278,-46.56055485720178,SP,3.85
Sub-bloco 059,-23.472396576276278,-46.556463281001484,SP,3.59
Sub-bloco 060,-23.472396576276278,-46.55237170480119,SP,3.37
Sub-bloco 061,-23.472396576276278,-46.548280128600894,SP,3.18
Sub-bloco 062,-23.472396576276278,-46.54418855240059,SP,3.04
Sub-bloco 063,-23.472396576276278,-46.540096976200296,SP,2.95
Sub-bloco 064,-23.472396576276278,-46.5360054,SP,2.92
Sub-bloco 065,-23.472396576276278,-46.531913823799705,SP,2.95
Sub-bloco 066,-23.472396576276278,-46.52782224759941,SP,3.04
Sub-bloco 067,-23.472396576276278,-46.523730671399115,SP,3.18
Sub-bloco 068,-23.472396576276278,-46.51963909519881,SP,3.37
Sub-bloco 069,-23.472396576276278,-46.51554751899852,SP,3.59
Sub-bloco 070,-23.472396576276278,-46.51145594279822,SP,3.85
Sub-bloco 071,-23.472396576276278,-46.507364366597926,SP,4.13
Sub-bloco 072,-23.472396576276278,-46.50327279039763,SP,4.44
Sub-bloco 073,-23.472396576276278,-46.499181214197336,SP,4.76
Sub-bloco 074,-23.468642822522526,-46.57692116200297,SP,4.87
Sub-bloco 075,-23.468642822522526,-46.572829585802666,SP,4.51
Sub-bloco 076,-23.468642822522526,-46.56873800960237,SP,4.17
Sub-bloco 077,-23.468642822522526,-46.564646433402075,SP,3.85
Sub-bloco 078,-23.468642822522526,-46.56055485720178,SP,3.54
Sub-bloco 079,-23.468642822522526,-46.556463281001484,SP,3.26
Sub-bloco 080,-23.468642822522526,-46.55237170480119,SP,3.01
Sub-bloco 081,-23.468642822522526,-46.548280128600894,SP,2.8
Sub-bloco 082,-23.468642822522526,-46.54418855240059,SP,2.64
Sub-bloco 083,-23.468642822522526,-46.540096976200296,SP,2.54
Sub-bloco 084,-23.468642822522526,-46.5360054,SP,2.5
Sub-bloco 085,-23.468642822522526,-46.531913823799705,SP,2.54
Sub-bloco 086,-23.468642822522526,-46.52782224759941,SP,2.64
Sub-bloco 087,-23.468642822522526,-46.523730671399115,SP,2.8
Sub-bloco 088,-23.468642822522526,-46.51963909519881,SP,3.01
Sub-bloco 089,-23.468642822522526,-46.51554751899852,SP,3.26
Sub-bloco 090,-23.468642822522526,-46.51145594279822,SP,3.54
Sub-bloco 091,-23.468642822522526,-46.507364366597926,SP,3.85
Sub-bloco 092,-23.468642822522526,-46.50327279039763,SP,4.17
Sub-bloco 093,-23.468642822522526,-46.499181214197336,SP,4.51
Sub-bloco 094,-23.468642822522526,-46.49508963799703,SP,4.87
Sub-bloco 095,-23.46488906876877,-46.57692116200297,SP,4.67
Sub-bloco 096,-23.46488906876877,-46.572829585802666,SP,4.3
Sub-bloco 097,-23.46488906876877,-46.56873800960237,SP,3.94
Sub-bloco 098,-23.46488906876877,-46.564646433402075,SP,3.59
Sub-bloco 099,-23.46488906876877,-46.56055485720178,SP,3.26
Sub-bloco 100,-23.46488906876877,-46.556463281001484,SP,2.95
Sub-bloco 101,-23.46488906876877,-46.55237170480119,SP,2.67
Sub-bloco 102,-23.46488906876877,-46.548280128600894,SP,2.43
Sub-bloco 103,-23.46488906876877,-46.54418855240059,SP,2.25
Sub-bloco 104,-23.46488906876877,-46.540096976200296,SP,2.13
Sub-bloco 105,-23.46488906876877,-46.5360054,SP,2.09
Sub-bloco 106,-23.46488906876877,-46.531913823799705,SP,2.13
Sub-bloco 107,-23.46488906876877,-46.52782224759941,SP,2.25
Sub-bloco 108,-23.46488906876877,-46.523730671399115,SP,2.43
Sub-bloco 109,-23.46488906876877,-46.51963909519881,SP,2.67
Sub-bloco 110,-23.46488906876877,-46.51554751899852,SP,2.95
Sub-bloco 111,-23.46488906876877,-46.51145594279822,SP,3.26
Sub-bloco 112,-23.46488906876877,-46.507364366597926,SP,3.59
Sub-bloco 113,-23.46488906876877,-46.50327279039763,SP,3.94
Sub-bloco 114,-23.46488906876877,-46.499181214197336,SP,4.3
Sub-bloco 115,-23.46488906876877,-46.49508963799703,SP,4.67
Sub-bloco 116,-23.461135315015017,-46.58101273820326,SP,4.89
Sub-bloco 117,-23.461135315015017,-46.57692116200297,SP,4.5
Sub-bloco 118,-23.461135315015017,-46.572829585802666,SP,4.11
Sub-bloco 119,-23.461135315015017,-46.56873800960237,SP,3.73
Sub-bloco 120,-23.461135315015017,-46.564646433402075,SP,3.37
Sub-bloco 121,-23.461135315015017,-46.56055485720178,SP,3.01
Sub-bloco 122,-23.461135315015017,-46.556463281001484,SP,2.67
Sub-bloco 123,-23.461135315015017,-46.55237170480119,SP,2.36
Sub-bloco 124,-23.461135315015017,-46.548280128600894,SP,2.09
Sub-bloco 125,-23.461135315015017,-46.54418855240059,SP,1.87
Sub-bloco 126,-23.461135315015017,-46.540096976200296,SP,1.72
Sub-bloco 127,-23.461135315015017,-46.5360054,SP,1.67
Sub-bloco 128,-23.461135315015017,-46.531913823799705,SP,1.72
Sub-bloco 129,-23.461135315015017,-46.52782224759941,SP,1.87
Sub-bloco 130,-23.461135315015017,-46.523730671399115,SP,2.09
Sub-bloco 131,-23.461135315015017,-46.51963909519881,SP,2.36
Sub-bloco 132,-23.461135315015017,-46.51554751899852,SP,2.67
Sub-bloco 133,-23.461135315015017,-46.51145594279822,SP,3.01
Sub-bloco 134,-23.461135315015017,-46.507364366597926,SP,3.37
Sub-bloco 135,-23.461135315015017,-46.50327279039763,SP,3.73
Sub-bloco 136,-23.461135315015017,-46.499181214197336,SP,4.11
Sub-bloco 137,-23.461135315015017,-46.49508963799703,SP,4.5
Sub-bloco 138,-23.461135315015017,-46.49099806179674,SP,4.89
Sub-bloco 139,-23.45738156126126,-46.58101273820326,SP,4.76
Sub-bloco 140,-23.45738156126126,-46.57692116200297,SP,4.36
Sub-bloco 141,-23.45738156126126,-46.572829585802666,SP,3.96
Sub-bloco 142,-23.45738156126126,-46.56873800960237,SP,3.57
Sub-bloco 143,-23.45738156126126,-46.564646433402075,SP,3.18
Sub-bloco 144,-23.45738156126126,-46.56055485720178,SP,2.8
Sub-bloco 145,-23.45738156126126,-46.556463281001484,SP,2.43
Sub-bloco 146,-23.45738156126126,-46.55237170480119,SP,2.09
Sub-bloco 147,-23.45738156126126,-46.548280128600894,SP,1.77
Sub-bloco 148,-23.45738156126126,-46.54418855240059,SP,1.5
Sub-bloco 149,-23.45738156126126,-46.540096976200296,SP,1.32
Sub-bloco 150,-23.45738156126126,-46.5360054,SP,1.25
Sub-bloco 151,-23.45738156126126,-46.531913823799705,SP,1.32
Sub-bloco 152,-23.45738156126126,-46.52782224759941,SP,1.5
Sub-bloco 153,-23.45738156126126,-46.523730671399115,SP,1.77
Sub-bloco 154,-23.45738156126126,-46.51963909519881,SP,2.09
Sub-bloco 155,-23.45738156126126,-46.51554751899852,SP,2.43
Sub-bloco 156,-23.45738156126126,-46.51145594279822,SP,2.8
Sub-bloco 157,-23.45738156126126,-46.507364366597926,SP,3.18
Sub-bloco 158,-23.45738156126126,-46.50327279039763,SP,3.57
Sub-bloco 159,-23.45738156126126,-46.499181214197336,SP,3.96
Sub-bloco 160,-23.45738156126126,-46.49508963799703,SP,4.36
Sub-bloco 161,-23.45738156126126,-46.49099806179674,SP,4.76
Sub-bloco 162,-23.45362780750751,-46.58101273820326,SP,4.67
Sub-bloco 163,-23.45362780750751,-46.57692116200297,SP,4.26
Sub-bloco 164,-23.45362780750751,-46.572829585802666,SP,3.85
Sub-bloco 165,-23.45362780750751,-46.56873800960237,SP,3.44
Sub-bloco 166,-23.45362780750751,-46.564646433402075,SP,3.04
Sub-bloco 167,-23.45362780750751,-46.56055485720178,SP,2.64
Sub-bloco 168,-23.45362780750751,-46.556463281001484,SP,2.25
Sub-bloco 169,-23.45362780750751,-46.55237170480119,SP,1.87
Sub-bloco 170,-23.45362780750751,-46.548280128600894,SP,1.5
Sub-bloco 171,-23.45362780750751,-46.54418855240059,SP,1.18
Sub-bloco 172,-23.45362780750751,-46.540096976200296,SP,0.93
Sub-bloco 173,-23.45362780750751,-46.5360054,SP,0.83
Sub-bloco 174,-23.45362780750751,-46.531913823799705,SP,0.93
Sub-bloco 175,-23.45362780750751,-46.52782224759941,SP,1.18
Sub-bloco 176,-23.45362780750751,-46.523730671399115,SP,1.5
Sub-bloco 177,-23.45362780750751,-46.51963909519881,SP,1.87
Sub-bloco 178,-23.45362780750751,-46.51554751899852,SP,2.25
Sub-bloco 179,-23.45362780750751,-46.51145594279822,SP,2.64
Sub-bloco 180,-23.45362780750751,-46.507364366597926,SP,3.04
Sub-bloco 181,-23.45362780750751,-46.50327279039763,SP,3.44
Sub-bloco 182,-23.45362780750751,-46.499181214197336,SP,3.85
Sub-bloco 183,-23.45362780750751,-46.49508963799703,SP,4.26
Sub-bloco 184,-23.45362780750751,-46.49099806179674,SP,4.67
Sub-bloco 185,-23.449874053753753,-46.58101273820326,SP,4.61
Sub-bloco 186,-23.449874053753753,-46.57692116200297,SP,4.19
Sub-bloco 187,-23.449874053753753,-46.572829585802666,SP,3.78
Sub-bloco 188,-23.449874053753753,-46.56873800960237,SP,3.37
Sub-bloco 189,-23.449874053753753,-46.564646433402075,SP,2.95
Sub-bloco 190,-23.449874053753753,-46.56055485720178,SP,2.54
Sub-bloco 191,-23.449874053753753,-46.556463281001484,SP,2.13
Sub-bloco 192,-23.449874053753753,-46.55237170480119,SP,1.72
Sub-bloco 193,-23.449874053753753,-46.548280128600894,SP,1.32
Sub-bloco 194,-23.449874053753753,-46.54418855240059,SP,0.93
Sub-bloco 195,-23.449874053753753,-46.540096976200296,SP,0.59
Sub-bloco 196,-23.449874053753753,-46.5360054,SP,0.42
Sub-bloco 197,-23.449874053753753,-46.531913823799705,SP,0.59
Sub-bloco 198,-23.449874053753753,-46.52782224759941,SP,0.93
Sub-bloco 199,-23.449874053753753,-46.523730671399115,SP,1.32
Sub-bloco 200,-23.449874053753753,-46.51963909519881,SP,1.72
Sub-bloco 201,-23.449874053753753,-46.51554751899852,SP,2.13
Sub-bloco 202,-23.449874053753753,-46.51145594279822,SP,2.54
Sub-bloco 203,-23.449874053753753,-46.507364366597926,SP,2.95
Sub-bloco 204,-23.449874053753753,-46.50327279039763,SP,3.37
Sub-bloco 205,-23.449874053753753,-46.499181214197336,SP,3.78
Sub-bloco 206,-23.449874053753753,-46.49508963799703,SP,4.19
Sub-bloco 207,-23.449874053753753,-46.49099806179674,SP,4.61
Sub-bloco 208,-23.4461203,-46.58101273820326,SP,4.59
Sub-bloco 209,-23.4461203,-46.57692116200297,SP,4.17
Sub-bloco 210,-23.4461203,-46.572829585802666,SP,3.76
Sub-bloco 211,-23.4461203,-46.56873800960237,SP,3.34
Sub-bloco 212,-23.4461203,-46.564646433402075,SP,2.92
Sub-bloco 213,-23.4461203,-46.56055485720178,SP,2.5
Sub-bloco 214,-23.4461203,-46.556463281001484,SP,2.09
Sub-bloco 215,-23.4461203,-46.55237170480119,SP,1.67
Sub-bloco 216,-23.4461203,-46.548280128600894,SP,1.25
Sub-bloco 217,-23.4461203,-46.54418855240059,SP,0.83
Sub-bloco 218,-23.4461203,-46.540096976200296,SP,0.42
Sub-bloco 219,-23.4461203,-46.5360054,SP,0.0
Sub-bloco 220,-23.4461203,-46.531913823799705,SP,0.42
Sub-bloco 221,-23.4461203,-46.52782224759941,SP,0.83
Sub-bloco 222,-23.4461203,-46.523730671399115,SP,1.25
Sub-bloco 223,-23.4461203,-46.51963909519881,SP,1.67
Sub-bloco 224,-23.4461203,-46.51554751899852,SP,2.09
Sub-bloco 225,-23.4461203,-46.51145594279822,SP,2.5
Sub-bloco 226,-23.4461203,-46.507364366597926,SP,2.92
Sub-bloco 227,-23.4461203,-46.50327279039763,SP,3.34
Sub-bloco 228,-23.4461203,-46.499181214197336,SP,3.76
Sub-bloco 229,-23.4461203,-46.49508963799703,SP,4.17
Sub-bloco 230,-23.4461203,-46.49099806179674,SP,4.59
Sub-bloco 231,-23.442366546246248,-46.58101273820326,SP,4.61
Sub-bloco 232,-23.442366546246248,-46.57692116200297,SP,4.19
Sub-bloco 233,-23.442366546246248,-46.572829585802666,SP,3.78
Sub-bloco 234,-23.442366546246248,-46.56873800960237,SP,3.37
Sub-bloco 235,-23.442366546246248,-46.564646433402075,SP,2.95
Sub-bloco 236,-23.442366546246248,-46.56055485720178,SP,2.54
Sub-bloco 237,-23.442366546246248,-46.556463281001484,SP,2.13
Sub-bloco 238,-23.442366546246248,-46.55237170480119,SP,1.72
Sub-bloco 239,-23.442366546246248,-46.548280128600894,SP,1.32
Sub-bloco 240,-23.442366546246248,-46.54418855240059,SP,0.93
Sub-bloco 241,-23.442366546246248,-46.540096976200296,SP,0.59
Sub-bloco 242,-23.442366546246248,-46.5360054,SP,0.42
Sub-bloco 243,-23.442366546246248,-46.531913823799705,SP,0.59
Sub-bloco 244,-23.442366546246248,-46.52782224759941,SP,0.93
Sub-bloco 245,-23.442366546246248,-46.523730671399115,SP,1.32
Sub-bloco 246,-23.442366546246248,-46.51963909519881,SP,1.72
Sub-bloco 247,-23.442366546246248,-46.51554751899852,SP,2.13
Sub-bloco 248,-23.442366546246248,-46.51145594279822,SP,2.54
Sub-bloco 249,-23.442366546246248,-46.507364366597926,SP,2.95
Sub-bloco 250,-23.442366546246248,-46.50327279039763,SP,3.37
Sub-bloco 251,-23.442366546246248,-46.499181214197336,SP,3.78
Sub-bloco 252,-23.442366546246248,-46.49508963799703,SP,4.19
Sub-bloco 253,-23.442366546246248,-46.49099806179674,SP,4.61
Sub-bloco 254,-23.438612792492492,-46.58101273820326,SP,4.67
Sub-bloco 255,-23.438612792492492,-46.57692116200297,SP,4.26
Sub-bloco 256,-23.438612792492492,-46.572829585802666,SP,3.85
Sub-bloco 257,-23.438612792492492,-46.56873800960237,SP,3.44
Sub-bloco 258,-23.438612792492492,-46.564646433402075,SP,3.04
Sub-bloco 259,-23.438612792492492,-46.56055485720178,SP,2.64
Sub-bloco 260,-23.438612792492492,-46.556463281001484,SP,2.25
Sub-bloco 261,-23.438612792492492,-46.55237170480119,SP,1.87
Sub-bloco 262,-23.438612792492492,-46.548280128600894,SP,1.5
Sub-bloco 263,-23.438612792492492,-46.54418855240059,SP,1.18
Sub-bloco 264,-23.438612792492492,-46.540096976200296,SP,0.93
Sub-bloco 265,-23.438612792492492,-46.5360054,SP,0.83
Sub-bloco 266,-23.438612792492492,-46.531913823799705,SP,0.93
Sub-bloco 267,-23.438612792492492,-46.52782224759941,SP,1.18
Sub-bloco 268,-23.438612792492492,-46.523730671399115,SP,1.5
Sub-bloco 269,-23.438612792492492,-46.51963909519881,SP,1.87
Sub-bloco 270,-23.438612792492492,-46.51554751899852,SP,2.25
Sub-bloco 271,-23.438612792492492,-46.51145594279822,SP,2.64
Sub-bloco 272,-23.438612792492492,-46.507364366597926,SP,3.04
Sub-bloco 273,-23.438612792492492,-46.50327279039763,SP,3.44
Sub-bloco 274,-23.438612792492492,-46.499181214197336,SP,3.85
Sub-bloco 275,-23.438612792492492,-46.49508963799703,SP,4.26
Sub-bloco 276,-23.438612792492492,-46.49099806179674,SP,4.67
Sub-bloco 277,-23.43485903873874,-46.58101273820326,SP,4.76
Sub-bloco 278,-23.43485903873874,-46.57692116200297,SP,4.36
Sub-bloco 279,-23.43485903873874,-46.572829585802666,SP,3.96
Sub-bloco 280,-23.43485903873874,-46.56873800960237,SP,3.57
Sub-bloco 281,-23.43485903873874,-46.564646433402075,SP,3.18
Sub-bloco 282,-23.43485903873874,-46.56055485720178,SP,2.8
Sub-bloco 283,-23.43485903873874,-46.556463281001484,SP,2.43
Sub-bloco 284,-23.43485903873874,-46.55237170480119,SP,2.09
Sub-bloco 285,-23.43485903873874,-46.548280128600894,SP,1.77
Sub-bloco 286,-23.43485903873874,-46.54418855240059,SP,1.5
Sub-bloco 287,-23.43485903873874,-46.540096976200296,SP,1.32
Sub-bloco 288,-23.43485903873874,-46.5360054,SP,1.25
Sub-bloco 289,-23.43485903873874,-46.531913823799705,SP,1.32
Sub-bloco 290,-23.43485903873874,-46.52782224759941,SP,1.5
Sub-bloco 291,-23.43485903873874,-46.523730671399115,SP,1.77
Sub-bloco 292,-23.43485903873874,-46.51963909519881,SP,2.09
Sub-bloco 293,-23.43485903873874,-46.51554751899852,SP,2.43
Sub-bloco 294,-23.43485903873874,-46.51145594279822,SP,2.8
Sub-bloco 295,-23.43485903873874,-46.507364366597926,SP,3.18
Sub-bloco 296,-23.43485903873874,-46.50327279039763,SP,3.57
Sub-bloco 297,-23.43485903873874,-46.499181214197336,SP,3.96
Sub-bloco 298,-23.43485903873874,-46.49508963799703,SP,4.36
Sub-bloco 299,-23.43485903873874,-46.49099806179674,SP,4.76
Sub-bloco 300,-23.431105284984984,-46.58101273820326,SP,4.89
Sub-bloco 301,-23.431105284984984,-46.57692116200297,SP,4.5
Sub-bloco 302,-23.431105284984984,-46.572829585802666,SP,4.11
Sub-bloco 303,-23.431105284984984,-46.56873800960237,SP,3.73
Sub-bloco 304,-23.431105284984984,-46.564646433402075,SP,3.37
Sub-bloco 305,-23.431105284984984,-46.56055485720178,SP,3.01
Sub-bloco 306,-23.431105284984984,-46.556463281001484,SP,2.67
Sub-bloco 307,-23.431105284984984,-46.55237170480119,SP,2.36
Sub-bloco 308,-23.431105284984984,-46.548280128600894,SP,2.09
Sub-bloco 309,-23.431105284984984,-46.54418855240059,SP,1.87
Sub-bloco 310,-23.431105284984984,-46.540096976200296,SP,1.72
Sub-bloco 311,-23.431105284984984,-46.5360054,SP,1.67
Sub-bloco 312,-23.431105284984984,-46.531913823799705,SP,1.72
Sub-bloco 313,-23.431105284984984,-46.52782224759941,SP,1.87
Sub-bloco 314,-23.431105284984984,-46.523730671399115,SP,2.09
Sub-bloco 315,-23.431105284984984,-46.51963909519881,SP,2.36
Sub-bloco 316,-23.431105284984984,-46.51554751899852,SP,2.67
Sub-bloco 317,-23.431105284984984,-46.51145594279822,SP,3.01
Sub-bloco 318,-23.431105284984984,-46.507364366597926,SP,3.37
Sub-bloco 319,-23.431105284984984,-46.50327279039763,SP,3.73
Sub-bloco 320,-23.431105284984984,-46.499181214197336,SP,4.11
Sub-bloco 321,-23.431105284984984,-46.49508963799703,SP,4.5
Sub-bloco 322,-23.431105284984984,-46.49099806179674,SP,4.89
Sub-bloco 323,-23.42735153123123,-46.57692116200297,SP,4.67
Sub-bloco 324,-23.42735153123123,-46.572829585802666,SP,4.3
Sub-bloco 325,-23.42735153123123,-46.56873800960237,SP,3.94
Sub-bloco 326,-23.42735153123123,-46.564646433402075,SP,3.59
Sub-bloco 327,-23.42735153123123,-46.56055485720178,SP,3.26
Sub-bloco 328,-23.42735153123123,-46.556463281001484,SP,2.95
Sub-bloco 329,-23.42735153123123,-46.55237170480119,SP,2.67
Sub-bloco 330,-23.42735153123123,-46.548280128600894,SP,2.43
Sub-bloco 331,-23.42735153123123,-46.54418855240059,SP,2.25
Sub-bloco 332,-23.42735153123123,-46.540096976200296,SP,2.13
Sub-bloco 333,-23.42735153123123,-46.5360054,SP,2.09
Sub-bloco 334,-23.42735153123123,-46.531913823799705,SP,2.13
Sub-bloco 335,-23.42735153123123,-46.52782224759941,SP,2.25
Sub-bloco 336,-23.42735153123123,-46.523730671399115,SP,2.43
Sub-bloco 337,-23.42735153123123,-46.51963909519881,SP,2.67
Sub-bloco 338,-23.42735153123123,-46.51554751899852,SP,2.95
Sub-bloco 339,-23.42735153123123,-46.51145594279822,SP,3.26
Sub-bloco 340,-23.42735153123123,-46.507364366597926,SP,3.59
Sub-bloco 341,-23.42735153123123,-46.50327279039763,SP,3.94
Sub-bloco 342,-23.42735153123123,-46.499181214197336,SP,4.3
Sub-bloco 343,-23.42735153123123,-46.49508963799703,SP,4.67
Sub-bloco 344,-23.423597777477475,-46.57692116200297,SP,4.87
Sub-bloco 345,-23.423597777477475,-46.572829585802666,SP,4.52
Sub-bloco 346,-23.423597777477475,-46.56873800960237,SP,4.17
Sub-bloco 347,-23.423597777477475,-46.564646433402075,SP,3.85
Sub-bloco 348,-23.423597777477475,-46.56055485720178,SP,3.54
Sub-bloco 349,-23.423597777477475,-46.556463281001484,SP,3.26
Sub-bloco 350,-23.423597777477475,-46.55237170480119,SP,3.01
Sub-bloco 351,-23.423597777477475,-46.548280128600894,SP,2.8
Sub-bloco 352,-23.423597777477475,-46.54418855240059,SP,2.64
Sub-bloco 353,-23.423597777477475,-46.540096976200296,SP,2.54
Sub-bloco 354,-23.423597777477475,-46.5360054,SP,2.5
Sub-bloco 355,-23.423597777477475,-46.531913823799705,SP,2.54
Sub-bloco 356,-23.423597777477475,-46.52782224759941,SP,2.64
Sub-bloco 357,-23.423597777477475,-46.523730671399115,SP,2.8
Sub-bloco 358,-23.423597777477475,-46.51963909519881,SP,3.01
Sub-bloco 359,-23.423597777477475,-46.51554751899852,SP,3.26
Sub-bloco 360,-23.423597777477475,-46.51145594279822,SP,3.54
Sub-bloco 361,-23.423597777477475,-46.507364366597926,SP,3.85
Sub-bloco 362,-23.423597777477475,-46.50327279039763,SP,4.17
Sub-bloco 363,-23.423597777477475,-46.499181214197336,SP,4.52
Sub-bloco 364,-23.423597777477475,-46.49508963799703,SP,4.87
Sub-bloco 365,-23.419844023723723,-46.572829585802666,SP,4.76
Sub-bloco 366,-23.419844023723723,-46.56873800960237,SP,4.44
Sub-bloco 367,-23.419844023723723,-46.564646433402075,SP,4.13
Sub-bloco 368,-23.419844023723723,-46.56055485720178,SP,3.85
Sub-bloco 369,-23.419844023723723,-46.556463281001484,SP,3.59
Sub-bloco 370,-23.419844023723723,-46.55237170480119,SP,3.37
Sub-bloco 371,-23.419844023723723,-46.548280128600894,SP,3.18
Sub-bloco 372,-23.419844023723723,-46.54418855240059,SP,3.04
Sub-bloco 373,-23.419844023723723,-46.540096976200296,SP,2.95
Sub-bloco 374,-23.419844023723723,-46.5360054,SP,2.92
Sub-bloco 375,-23.419844023723723,-46.531913823799705,SP,2.95
Sub-bloco 376,-23.419844023723723,-46.52782224759941,SP,3.04
Sub-bloco 377,-23.419844023723723,-46.523730671399115,SP,3.18
Sub-bloco 378,-23.419844023723723,-46.51963909519881,SP,3.37
Sub-bloco 379,-23.419844023723723,-46.51554751899852,SP,3.59
Sub-bloco 380,-23.419844023723723,-46.51145594279822,SP,3.85
Sub-bloco 381,-23.419844023723723,-46.507364366597926,SP,4.13
Sub-bloco 382,-23.419844023723723,-46.50327279039763,SP,4.44
Sub-bloco 383,-23.419844023723723,-46.499181214197336,SP,4.76
Sub-bloco 384,-23.41609026996997,-46.56873800960237,SP,4.72
Sub-bloco 385,-23.41609026996997,-46.564646433402075,SP,4.44
Sub-bloco 386,-23.41609026996997,-46.56055485720178,SP,4.17
Sub-bloco 387,-23.41609026996997,-46.556463281001484,SP,3.94
Sub-bloco 388,-23.41609026996997,-46.55237170480119,SP,3.73
Sub-bloco 389,-23.41609026996997,-46.548280128600894,SP,3.57
Sub-bloco 390,-23.41609026996997,-46.54418855240059,SP,3.44
Sub-bloco 391,-23.41609026996997,-46.540096976200296,SP,3.37
Sub-bloco 392,-23.41609026996997,-46.5360054,SP,3.34
Sub-bloco 393,-23.41609026996997,-46.531913823799705,SP,3.37
Sub-bloco 394,-23.41609026996997,-46.52782224759941,SP,3.44
Sub-bloco 395,-23.41609026996997,-46.523730671399115,SP,3.57
Sub-bloco 396,-23.41609026996997,-46.51963909519881,SP,3.73
Sub-bloco 397,-23.41609026996997,-46.51554751899852,SP,3.94
Sub-bloco 398,-23.41609026996997,-46.51145594279822,SP,4.17
Sub-bloco 399,-23.41609026996997,-46.507364366597926,SP,4.44
Sub-bloco 400,-23.41609026996997,-46.50327279039763,SP,4.72
Sub-bloco 401,-23.412336516216214,-46.564646433402075,SP,4.76
