cep,lat,lon,uf,distancia_km
Sub-bloco 423,-23.51311316246246,-46.629287577030254,SP,4.19
Sub-bloco 424,-23.51311316246246,-46.62519275406051,SP,4.26
Sub-bloco 425,-23.51311316246246,-46.621097931090766,SP,4.36
Sub-bloco 426,-23.51311316246246,-46.61700310812102,SP,4.5
Sub-bloco 427,-23.51311316246246,-46.61290828515127,SP,4.67
Sub-bloco 428,-23.51311316246246,-46.60881346218153,SP,4.87
Sub-bloco 429,-23.509359408708704,-46.649761691878986,SP,4.89
Sub-bloco 430,-23.509359408708704,-46.64566686890924,SP,4.76
Sub-bloco 431,-23.509359408708704,-46.6415720459395,SP,4.67
Sub-bloco 432,-23.509359408708704,-46.63747722296975,SP,4.61
Sub-bloco 433,-23.509359408708704,-46.6333824,SP,4.59
Sub-bloco 434,-23.509359408708704,-46.629287577030254,SP,4.61
Sub-bloco 435,-23.509359408708704,-46.62519275406051,SP,4.67
Sub-bloco 436,-23.509359408708704,-46.621097931090766,SP,4.76
Sub-bloco 437,-23.509359408708704,-46.61700310812102,SP,4.89
